vx,vy,vz,sci_photons,xpos0,ypos0,photons0,xpos1,ypos1,photons1,xpos2,ypos2,photons2,xpos3,ypos3,photons3
21.5643,39.1962,21.4703,92,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
0.786841,-22.385,-14.154,31776,-25,-25,45,-25,25,15,25,-25,27,25,25,21
-5.22617,-12.8368,-24.6612,13923,-25,-25,19,-25,25,20,25,-25,12,25,25,10
-15.1131,12.4268,-7.81412,2031,-25,-25,4,-25,25,2,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.10483,44.3482,12.3192,70,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
-22.6637,-6.96312,19.9844,163,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,-99.9,-99.9,-1
-25.509,18.4338,9.06966,76147,-25,-25,50,-25,25,323,25,-25,50,25,25,39
40.3182,-24.887,17.5011,1335,-99.9,-99.9,-1,-25,25,1,25,-25,1,-99.9,-99.9,-1
37.0921,36.028,-2.24131,1123,-25,-25,2,-25,25,1,25,-25,1,-99.9,-99.9,-1
-15.4675,-8.15144,-8.24356,8220,-25,-25,10,-25,25,7,25,-25,9,25,25,4
-32.1876,-42.9736,21.9871,125,-99.9,-99.9,-1,-99.9,-99.9,-1,25,-25,1,25,25,1
-0.141836,4.71333,12.2333,139499,-25,-25,99,-25,25,105,25,-25,112,25,25,116
1.12298,31.7669,-23.5865,103,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
43.0875,-12.3589,-7.42621,555474,-25,-25,288,-25,25,289,25,-25,633,25,25,436
43.5667,12.5423,18.9207,9787,-25,-25,4,-25,25,6,25,-25,5,25,25,8
27.8453,-26.0707,-14.1201,100,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
3.68783,20.8609,-14.7226,106407,-25,-25,55,-25,25,114,25,-25,53,25,25,146
13.826,-3.69558,-15.9495,193,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-43.4441,-34.9407,-18.9879,50,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-11.0904,21.9332,5.48046,87,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
