vx,vy,vz,sci_photons,xpos0,ypos0,photons0,xpos1,ypos1,photons1,xpos2,ypos2,photons2,xpos3,ypos3,photons3
18.4209,19.0438,3.52491,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-14.0144,-6.64727,3.12729,46,-99.9,-99.9,-1,-99.9,-99.9,-1,15,-15,1,-99.9,-99.9,-1
-7.69765,0.609285,-9.69212,411,-99.9,-99.9,-1,-15,15,1,15,-15,1,15,15,1
-16.4579,18.0581,-4.67821,28414,-15,-15,38,-15,15,178,15,-15,18,15,15,29
-13.9682,21.5929,8.19486,155,-99.9,-99.9,-1,-15,15,2,-99.9,-99.9,-1,15,15,1
-23.9781,-22.0066,-3.859,84,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
22.6054,-12.8636,-4.13535,476,-99.9,-99.9,-1,-15,15,1,15,-15,2,15,15,1
-20.3339,-4.99135,-9.57647,77035,-15,-15,324,-15,15,174,15,-15,79,15,15,66
4.70378,12.3854,2.11603,64,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-6.15741,11.7381,5.32552,2322,-15,-15,3,-15,15,10,15,-15,4,15,15,3
-21.8098,6.38574,-5.74289,207556,-15,-15,421,-15,15,846,15,-15,229,15,15,254
11.8298,-12.0155,-5.0125,16007,-15,-15,18,-15,15,16,15,-15,83,15,15,22
9.2012,-3.29026,-1.55579,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-14.741,-12.1474,-2.88588,43838,-15,-15,701,-15,15,69,15,-15,55,15,15,38
16.2801,-21.018,-8.03041,13569,-15,-15,11,-15,15,12,15,-15,70,15,15,20
14.6536,15.5556,0.580745,51,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,15,15,1
-6.09424,18.2088,-7.08166,27623,-15,-15,30,-15,15,142,15,-15,24,15,15,49
6.94961,2.98763,-2.07785,121072,-15,-15,202,-15,15,213,15,-15,265,15,15,366
6.5461,-4.66392,6.24542,91,-99.9,-99.9,-1,-15,15,1,15,-15,1,-99.9,-99.9,-1
-11.3771,4.96056,0.494473,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
19.9649,23.0769,-7.17282,336,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,15,15,1
20.0096,0.088542,6.42132,54,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
19.5435,24.028,-1.77713,10625,-15,-15,7,-15,15,17,15,-15,10,15,15,43
24.8672,-21.894,2.96618,3739,-15,-15,8,-15,15,5,15,-15,8,15,15,4
23.0383,1.4951,-2.11194,63,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,15,15,1
1.6103,-18.1923,1.29122,43545,-15,-15,117,-15,15,42,15,-15,106,15,15,40
24.1091,14.6322,-0.298142,47,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
24.7059,19.9533,-6.54442,90428,-15,-15,53,-15,15,89,15,-15,110,15,15,277
13.7617,6.61238,-0.730012,57414,-15,-15,55,-15,15,87,15,-15,131,15,15,308
20.8956,-21.308,4.6381,19233,-15,-15,19,-15,15,18,15,-15,99,15,15,18
-3.71058,6.98885,5.29716,4700,-15,-15,14,-15,15,14,15,-15,8,15,15,11
23.1931,-11.8521,-3.35182,45,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
15.8147,2.72236,2.14238,82701,-15,-15,112,-15,15,110,15,-15,197,15,15,265
22.0743,8.32349,7.94443,122489,-15,-15,101,-15,15,119,15,-15,221,15,15,378
16.8578,-20.325,-1.13622,12856,-15,-15,19,-15,15,13,15,-15,81,15,15,13
-16.4253,19.816,-0.288665,73,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,15,15,1
-18.827,-22.5178,2.76677,88,-15,-15,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
5.8842,12.6303,1.78791,18619,-15,-15,31,-15,15,37,15,-15,26,15,15,92
17.6455,-7.01028,2.56552,12483,-15,-15,17,-15,15,8,15,-15,58,15,15,23
-21.5574,-17.4089,-8.08956,65996,-15,-15,495,-15,15,103,15,-15,66,15,15,48
-9.23763,-4.75109,-6.54695,7937,-15,-15,44,-15,15,24,15,-15,10,15,15,10
24.257,18.6022,-5.31535,53388,-15,-15,35,-15,15,56,15,-15,68,15,15,208
17.1493,13.9053,1.47365,95,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.6873,-0.552198,-5.30899,134485,-15,-15,276,-15,15,652,15,-15,135,15,15,176
-10.5822,-18.3615,7.19295,408,-15,-15,3,-99.9,-99.9,-1,15,-15,1,-99.9,-99.9,-1
9.26416,20.9097,5.82091,100741,-15,-15,94,-15,15,189,15,-15,127,15,15,367
-14.82,7.13325,6.14471,97,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
13.9005,-0.0126922,9.27186,119,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,15,15,1
19.0137,9.34529,6.12495,35399,-15,-15,35,-15,15,56,15,-15,68,15,15,149
-6.01718,-16.5816,6.59578,115,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-3.83513,6.06155,7.12839,26334,-15,-15,50,-15,15,67,15,-15,45,15,15,58
-22.7648,3.96627,5.64375,17924,-15,-15,46,-15,15,56,15,-15,17,15,15,21
-6.5021,-18.497,-5.48848,16,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-5.6131,13.3975,1.44906,3172,-15,-15,2,-15,15,13,15,-15,3,15,15,5
-15.1315,-23.6806,-9.8761,66059,-15,-15,303,-15,15,69,15,-15,91,15,15,69
18.4499,-3.86752,-1.36772,67,-99.9,-99.9,-1,-99.9,-99.9,-1,15,-15,2,-99.9,-99.9,-1
-21.5398,-24.3273,5.52425,48475,-15,-15,144,-15,15,50,15,-15,60,15,15,42
-24.0441,21.5334,-5.74038,100967,-15,-15,134,-15,15,357,15,-15,67,15,15,92
-18.7473,-19.8789,-3.06975,64846,-15,-15,265,-15,15,72,15,-15,70,15,15,48
-8.77648,-18.4637,-7.4528,89,-15,-15,1,-99.9,-99.9,-1,15,-15,1,-99.9,-99.9,-1
10.9463,-16.4799,2.93874,99,-99.9,-99.9,-1,-99.9,-99.9,-1,15,-15,1,-99.9,-99.9,-1
22.1951,7.52623,-4.52028,362,-15,-15,1,-99.9,-99.9,-1,-99.9,-99.9,-1,15,15,1
-24.8972,-19.2806,9.93569,174,-15,-15,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.2038,10.8728,2.74081,6639,-15,-15,10,-15,15,46,15,-15,9,15,15,14
20.7577,-4.83385,0.89124,3812,-15,-15,8,-15,15,2,15,-15,13,15,15,5
19.3257,0.335232,8.74976,14320,-15,-15,15,-15,15,18,15,-15,40,15,15,41
-1.45849,19.6167,-7.41209,79883,-15,-15,76,-15,15,277,15,-15,77,15,15,211
-11.3883,-22.7514,-2.2074,98466,-15,-15,512,-15,15,108,15,-15,175,15,15,110
-1.99435,4.23283,-0.363904,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
18.1006,-0.526032,4.94957,17198,-15,-15,17,-15,15,20,15,-15,41,15,15,49
-17.8988,-14.3124,-8.95227,52,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-6.20994,-14.7571,6.14981,100,-15,-15,1,-99.9,-99.9,-1,-99.9,-99.9,-1,15,15,1
4.3259,17.8449,0.431568,71,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.8967,-5.9339,5.8104,72,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
23.6478,-4.0373,6.51967,31857,-15,-15,39,-15,15,37,15,-15,84,15,15,62
-4.323,-0.925983,-8.8222,82,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.228703,10.1106,4.92851,54123,-15,-15,82,-15,15,129,15,-15,79,15,15,134
7.821,4.60111,9.37291,90,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-24.7116,15.477,-3.51543,68137,-15,-15,94,-15,15,284,15,-15,55,15,15,70
19.0814,-6.21238,-8.41197,3721,-15,-15,3,-15,15,5,15,-15,18,15,15,3
-5.96712,2.58931,-7.10612,102,-99.9,-99.9,-1,-99.9,-99.9,-1,15,-15,1,-99.9,-99.9,-1
-19.638,-2.29576,-6.67736,27032,-15,-15,85,-15,15,84,15,-15,25,15,15,19
24.5154,-22.9721,-4.16734,15720,-15,-15,16,-15,15,9,15,-15,58,15,15,20
-16.597,-6.7471,0.679487,200,-15,-15,1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-14.1001,0.525233,5.14258,3135,-15,-15,8,-15,15,6,15,-15,5,15,15,4
20.951,24.2386,-9.81913,75193,-15,-15,47,-15,15,82,15,-15,58,15,15,279
-18.5604,1.24468,-1.48358,10492,-15,-15,29,-15,15,28,15,-15,17,15,15,10
2.77049,19.6005,3.11872,16276,-15,-15,21,-15,15,43,15,-15,22,15,15,48
-21.3713,13.3515,1.61793,41464,-15,-15,62,-15,15,185,15,-15,36,15,15,42
-2.58738,15.8039,-2.01839,82549,-15,-15,102,-15,15,278,15,-15,95,15,15,182
2.06354,23.8231,-5.19358,102,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-15.023,4.58868,-6.60514,14192,-15,-15,29,-15,15,48,15,-15,22,15,15,15
21.4306,-16.6782,-8.03172,87,-99.9,-99.9,-1,-15,15,2,15,-15,1,-99.9,-99.9,-1
18.3714,-22.8144,9.57229,24300,-15,-15,43,-15,15,19,15,-15,77,15,15,31
2.57284,8.94534,8.4263,25098,-15,-15,32,-15,15,55,15,-15,31,15,15,74
14.5036,10.8109,-8.69238,114,-15,-15,1,-15,15,2,15,-15,1,-99.9,-99.9,-1
-18.583,-12.5203,4.83771,46,-15,-15,1,-15,15,1,-99.9,-99.9,-1,-99.9,-99.9,-1
24.5427,7.24522,-5.5721,52954,-15,-15,43,-15,15,52,15,-15,94,15,15,207
-18.4373,11.0949,7.38061,72,-99.9,-99.9,-1,-15,15,2,-99.9,-99.9,-1,-99.9,-99.9,-1
17.1893,6.55085,-0.83879,18574,-15,-15,19,-15,15,20,15,-15,47,15,15,45
